"Site","Sample_Date","Spectra_Name","BNL_Barcode","Sample_Barcode","USDA_Species_Code","Instrument","Foreoptic","Collection_Units","Spectra_Units","Spectra_Type","Reflectance_Type","White_Reference_Standard","Spectral_Resolution","Interpolation_Method","Overlap_Handling","Overlap_Removal","Overlap_Matching_Type","N.mu","N.q25","N.q975","Cab.mu","Cab.q25","Cab.q975","Car.mu","Car.q25","Car.q975","Cw.mu","Cw.q25","Cw.q975","Cm.mu","Cm.q25","Cm.q975"
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1910","BNL1910","1910","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.16069138678615,1.15900691949832,1.16539772313645,32.0497332373536,31.8697281162474,32.5954617098333,10.3182516208836,10.0113887283069,11.2512493398576,0.00981142800022619,0.00977672393824446,0.00991243643929524,0.00314330614959085,0.00307870163406055,0.00333815767888675
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1912","BNL1912","1912","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.33084514194664,1.32846993069594,1.33787436497463,33.911932732347,33.6674169410378,34.5744419502675,6.21730337571092,6.01589923933694,6.82994145306422,0.0107399492361167,0.0106997353587328,0.0108511297559729,0.00382344689172074,0.00373577178416316,0.00407057297179954
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1920","BNL1920","1920","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.3752037132302,1.37281704626206,1.38280669223335,23.3149923771517,23.1664695275403,23.7463345670395,5.15607068073838,5.01396788186537,5.57082804153055,0.00984208726921759,0.0097989197782457,0.00996307354600714,0.00363861520375138,0.0035583589009806,0.00388845640980572
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1921","BNL1921","1921","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.19635550998286,1.19479182759558,1.20101924430372,28.0695022015862,27.9042240108666,28.5105644561309,6.59520984770199,6.43599250111815,7.06682055675342,0.0103177984023788,0.0102852690372667,0.0104136910840051,0.00306070369794686,0.00299669546017211,0.00324894524012182
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1922","BNL1922","1922","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.39220763384615,1.3898745264453,1.39874470237949,41.5487771098242,41.2856345603298,42.3251894292398,7.56752782839081,7.32935830508338,8.25919438792726,0.0120819418486064,0.0120448788766,0.0121882916429179,0.00396899339101868,0.0038868990951333,0.00420195333189262
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1923","BNL1923","1923","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.07461970691594,2.06940271917332,2.0898031283712,51.9289339827331,51.6130886230548,52.874071349368,23.1964539555179,22.5383055067003,25.2211469298377,0.015624035278659,0.0155782810856674,0.0157541765642206,0.00737088617831532,0.00725289624284353,0.00769771817938977
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1924","BNL1924","1924","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.607649489793,1.60487020409481,1.61527158813049,30.2706233604191,30.0916853720133,30.7813506120791,10.1805606791788,9.94976707469099,10.8703988097983,0.00815441462425377,0.00812369475900475,0.00824527733084956,0.0045273817788706,0.00445890167731298,0.0047188051640255
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1926","BNL1926","1926","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.48871523772871,1.48601192765297,1.49607522873288,22.7227141416313,22.5869665120849,23.122350860071,7.98936567505672,7.81412868959751,8.52509534847835,0.00770211414550281,0.00766792892297739,0.00780460319283391,0.00415572774697618,0.0040855560388101,0.0043530701872978
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1930","BNL1930","1930","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.43579413841313,1.43324217798014,1.44347354668227,40.7506001375377,40.484438269224,41.5213520028635,11.6625420066239,11.2809585005324,12.7300938317791,0.013295945369318,0.0132569496502735,0.0134106957016622,0.00438681334510052,0.004300492676435,0.00465223292300152
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1931","BNL1931","1931","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.49885802646695,1.49546446616798,1.50934638139058,50.7178997137644,50.3658596498103,51.7531165975079,16.8073173038933,16.2042366004426,18.5475323208005,0.0149702592115032,0.0149169950007721,0.0151177210620117,0.00811501891184845,0.00798388096847315,0.00848880240428962
"Barrow (Utqia_vik) Environmental Observatory","20160712","BNL1935","BNL1935","1935","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.97180021681527,1.96562262879767,1.98890036734467,53.5210669129413,53.1270965281071,54.6734428595143,26.3428942502802,25.4416612793637,29.189797011398,0.0168372665510826,0.0167806585575588,0.0170068836161577,0.00724697257618469,0.00709546093076632,0.0076685507473918
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1877","BNL1877","1877","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.99479120025708,1.9905657479687,2.00709342107368,53.8956963094624,53.5766264962378,54.8007779102682,20.924012614558,20.3192191185789,22.7502964170221,0.0149603780943522,0.0149176838639726,0.0150826402990255,0.00675145685850747,0.00665281525270384,0.00704002445660375
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1925","BNL1925","1925","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.0346971757308,2.02201045512358,2.07326044038697,67.1391132884982,66.5903360794139,68.6555496494653,24.9445737883632,24.0927758395391,27.4848698913875,0.0398739417708386,0.0397149027116117,0.0403376552541182,0.0124978924460443,0.0121393880285844,0.0135877929398045
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1927","BNL1927","1927","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.62636814144706,1.62053511946271,1.64295855802126,48.110752314493,47.7530456195359,49.1252405648057,17.6419684198883,17.1507402862381,19.1310324905168,0.026760685708785,0.0266863071955419,0.0269792989722248,0.00643014008090665,0.00623136278506765,0.00699496385531521
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1928","BNL1928","1928","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.73165693727157,1.7254114680196,1.74957679618355,50.0166871335214,49.669108908613,50.994210954636,18.5664441051851,17.9558781947246,20.3985938922624,0.0240398698409181,0.0239588660530805,0.0242538314160648,0.00646841671044147,0.00626183345699872,0.00702263401591986
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1948","BNL1948","1948","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.79466953792234,1.78773236621596,1.81676473458096,61.0996991861282,60.6661907215518,62.3065643746579,22.7103812211486,21.9579543629071,24.867566246721,0.0303573540671211,0.030267518211526,0.0306031384651712,0.00855018896122808,0.00830945543607706,0.00923290766436609
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1949","BNL1949","1949","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.88543856604021,1.86895075595001,1.93356914358688,93.3236137730481,92.3108490480306,96.3881565812891,44.1736335245491,40.2528532613353,57.6767664601352,0.0457975760925587,0.0455704048727868,0.0464708885259051,0.0126571405366275,0.0121330705797617,0.0142002429833602
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1950","BNL1950","1950","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.52395214554042,1.52175962762678,1.5299850900983,25.7037780904821,25.5777293021842,26.0754700871039,7.01782229045728,6.87741523234519,7.42400890326373,0.00768152908674072,0.00765435356627762,0.00776491292965549,0.00420768305353826,0.00414496294698442,0.00438095995722993
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1951","BNL1951","1951","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.51323631893963,1.51108240440938,1.51912163449975,19.6708347849528,19.5894909722984,19.9338042179195,5.15710481437611,5.07213311420281,5.41780824081351,0.00799846936892966,0.00797059019746801,0.00808303776425413,0.00383234464228681,0.00378066646988039,0.00400383510415581
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1952","BNL1952","1952","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.19592279553678,1.19439691089389,1.20021321845597,11.6275599831855,11.5734774074537,11.7882204051615,3.16739198516408,3.1101628050237,3.31525489740282,0.00492778571836096,0.00490744243468986,0.00499032813114475,0.00231099692041391,0.0022689180936319,0.00242489136996868
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1953","BNL1953","1953","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.39893923733145,1.3970397817721,1.40477582960051,20.4036945304482,20.306187154994,20.6784176268132,4.39902412571498,4.31146960007415,4.65456568909785,0.00716859027972669,0.00714351067855536,0.00724074074744092,0.00377262750152964,0.00371636520682689,0.00392589670714311
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1954","BNL1954","1954","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.23788767370438,1.2360505345283,1.24324552482229,30.7205962388773,30.5559426281837,31.2325098734831,7.00266265227199,6.83720699748099,7.53478121673099,0.0102659626677084,0.0102328059442587,0.0103532222908269,0.00379537981966499,0.0037224738754839,0.0039931053942343
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1955","BNL1955","1955","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.38560201663424,1.38298328998195,1.39304406846213,32.513648244414,32.318481454854,33.0873356312232,5.9538117971939,5.79367077422022,6.4721043770213,0.0133610555660185,0.0133157990616613,0.0134899308091128,0.00344297602273137,0.00334643921090919,0.00371157244433445
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1956","BNL1956","1956","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.33004417928303,1.32814129611516,1.33554500957793,38.4076273507921,38.1904904259314,39.0195615680659,9.50770877112593,9.27962305538614,10.1998956795719,0.0111020791839798,0.0110686489095444,0.0111954346793948,0.00470142704852241,0.00462984339177345,0.00490393355966059
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1957","BNL1957","1957","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.56378892631861,1.55947914804312,1.57663481029375,55.4726240681675,55.0451801958985,56.6738770248667,21.7286722052961,20.8588214412677,24.3246754645613,0.018604712590146,0.0185377752033412,0.0187822724146084,0.00750236269097479,0.00734468368461377,0.00796933364262981
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1958","BNL1958","1958","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.57972504823014,1.57591009115149,1.59156101718853,50.7706123472729,50.4236332244262,51.8071161134648,16.2909071677354,15.7432731332096,17.9184959799315,0.0168016170969988,0.0167484336118832,0.0169580997386428,0.00726154733497421,0.00712691532423758,0.00766932073898095
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1959","BNL1959","1959","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.16749766072351,1.16571225326537,1.17235109521911,36.6001231027945,36.3697288955495,37.3030470848906,7.69620707021624,7.47595051907839,8.355809641669,0.0106632100494966,0.0106291749431215,0.0107704668989724,0.00373273048641315,0.00365808854574342,0.00393414373259606
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1960","BNL1960","1960","ARLA2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.24012625874307,1.23827483952005,1.24566207419429,42.3457873533035,42.0721262430301,43.0941937153428,11.82407060144,11.4647793783187,12.8940094935808,0.0120148145005384,0.0119803590800863,0.0121103657759811,0.00457923277032055,0.00450326495631869,0.00481235502696527
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1961","BNL1961","1961","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.00819700273167,2.00385315449434,2.02065062942947,53.136205838713,52.8473011691081,54.016530889205,22.0967422056165,21.5027129286095,23.9008326497445,0.0157422832957629,0.015697900872178,0.0158772835230035,0.00646350891566161,0.00636354876826263,0.00674390753927979
"Barrow (Utqia_vik) Environmental Observatory","20160713","BNL1962","BNL1962","1962","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.49827528429218,1.49522063444948,1.50710187366594,47.7431825528266,47.4246438142517,48.6491707426183,12.9941009597811,12.5846619988447,14.1778393885976,0.0153282638724788,0.0152825495347711,0.0154646911214668,0.00491803280609365,0.00481556354000354,0.00521413436140843
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1963","BNL1963","1963","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.39643711547571,1.39477825621742,1.40191372047713,21.4165194427076,21.3092833750455,21.7436209112445,6.0691457437386,5.95634355295727,6.39372049445959,0.00605786390899252,0.00603496340434873,0.00612901290301504,0.00293174196716017,0.00288938828255437,0.00306632239481824
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1964","BNL1964","1964","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.56108431498006,1.55878543419529,1.56719747137409,30.6455575752746,30.4779120332055,31.1430714751018,6.3939899517505,6.24919573217402,6.83339119549278,0.00760044765063585,0.00757406652154441,0.00768345132777936,0.00392332794575494,0.00387076157788834,0.00408312606662289
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1965","BNL1965","1965","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.32045323214483,1.31844213361923,1.32627271320566,16.6474782140889,16.5638345457184,16.8954242192195,4.54746743447819,4.45969346841622,4.80109800467411,0.00648544287528206,0.00646100648824009,0.00655860410920853,0.00327252706275552,0.0032180423854058,0.00342951869533503
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1966","BNL1966","1966","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.56220503544233,1.55867876797881,1.5733912061362,51.5679873068343,51.2313938934454,52.6060485587226,17.2918557566363,16.735763561803,18.9522333133026,0.0172685243732931,0.0172141958516123,0.0174289499350513,0.00735246954937208,0.0072209019953621,0.00773086136880599
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1967","BNL1967","1967","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.62488625718747,1.6205019749829,1.63698986994992,50.8101584089476,50.4621168854792,51.8544552472409,13.9090654162812,13.4519315599462,15.241751047713,0.0178435318660328,0.0177815366604325,0.0180058241971695,0.00623075459395255,0.00608508542563661,0.00663573640607118
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1978","BNL1978","1978","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.46705186777703,1.46273366092708,1.47978379781476,33.2115225833106,32.9827734741094,33.8818302891733,8.29308886668283,8.06828338574667,8.97832436156867,0.0161201818231011,0.0160558109129422,0.0163054951910925,0.00823118170800927,0.00806571735275214,0.00871152367959081
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1980","BNL1980","1980","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.40227336614319,1.39870268251131,1.41308800963114,24.4682920108188,24.2888159478369,24.9982830203367,5.8395345470438,5.66784387166081,6.33817784298676,0.0131756642997762,0.0131139733559728,0.0133683390513733,0.00474604953502348,0.00461851493764692,0.0051182286366388
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1981","BNL1981","1981","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.34244163482842,1.33950531076092,1.3504438451014,19.187458988265,19.0656054929897,19.5270488399994,4.20626600873072,4.09622914852054,4.53000850716066,0.0110795764563349,0.0110312600857306,0.0112265547147641,0.00361613987263754,0.00350655652183374,0.00391401027753746
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1982","BNL1982","1982","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.27610187796713,1.27345611088169,1.28399815871052,19.0781550036518,18.9530063860298,19.4301855468393,3.94147314295401,3.82952348617607,4.28026611664264,0.010850200923896,0.0108003011204887,0.010998531044638,0.00335767826079137,0.0032589114707823,0.00364258168131373
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1983","BNL1983","1983","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.47332124430692,1.4701633905054,1.48233358697279,20.2162851542224,20.0869439424538,20.6010497805209,4.75856217968134,4.64991799822189,5.10859555173986,0.0112890774684135,0.011241740783199,0.0114293526487067,0.00397989946266338,0.00388743926165163,0.00426901161957222
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1984","BNL1984","1984","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.4704855749759,1.46568267230181,1.48524920008078,62.7495896065886,62.1914661551818,64.4445117983933,20.6926573061749,19.6942507069961,23.8046056789975,0.0199824908967499,0.0199141567865179,0.020174543896814,0.00847769884760626,0.00829233449411032,0.00904324400619928
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1985","BNL1985","1985","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.60262285295477,1.60052332187788,1.60906042954017,21.940194820094,21.8361777042984,22.238510218551,5.13055270566349,5.03300039756356,5.40852460562038,0.00665639508886437,0.00663273387633407,0.00672783952497375,0.00359411729941802,0.00354576945345211,0.00374423381194311
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1986","BNL1986","1986","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.39163173099421,1.38983370482237,1.39667532075658,21.8589289949516,21.7425739522997,22.1760856490771,4.99056115196844,4.88353539009624,5.29841770333081,0.00626312057325044,0.00623978236563635,0.00632951921701117,0.00296076375867624,0.00291837564565782,0.00309377072396187
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1987","BNL1987","1987","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.38095679429161,1.37930404508391,1.38580547962114,19.5528047325752,19.4644900434478,19.7974156713509,4.73635508490686,4.65075303577031,4.97747824569628,0.00589601743757944,0.00587677308823115,0.00595485337528139,0.00295601777441137,0.00291334685540479,0.00307964098909417
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1988","BNL1988","1988","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.52105062127084,1.5187975076274,1.52701240918638,28.8447670637539,28.6645548319815,29.3319613248763,6.59545466761846,6.44531458764263,7.03880099734091,0.00677714517239077,0.00675205877028357,0.00684743143214103,0.00364460411073646,0.00359274145397982,0.00379621931140897
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1989","BNL1989","1989","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.24138361774016,1.2387567349428,1.24863516055213,18.2396072364974,18.1158549738729,18.5685219022224,3.78007750388144,3.6714577323175,4.09082432146659,0.0110429411721801,0.0109904998304681,0.0111979688304173,0.00317866285850871,0.00306961314642754,0.00347873485556215
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1990","BNL1990","1990","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.37748540808078,1.374160448908,1.38722292743578,23.5223758192938,23.3471552634258,24.0127160242586,5.57319466444754,5.39956843662878,6.06621249682795,0.012125845698797,0.0120675589696706,0.01228951914881,0.00403697099856857,0.00391455698588231,0.00437576338538742
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1991","BNL1991","1991","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.60036126878926,1.59637634040957,1.61285051577102,27.7498730028031,27.5485213073297,28.2812381584536,6.14628844007809,5.98584468390557,6.63519448473666,0.0144039491437909,0.0143415186412805,0.014575190443128,0.00446092804185895,0.00433670718482873,0.00483465893616294
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1992","BNL1992","1992","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.54771084336008,1.54362641778483,1.55969491852685,19.6994690513738,19.5670603078997,20.0837313441142,3.91522507771858,3.80058155739317,4.24065886710837,0.0126746449708348,0.0126127273122215,0.012848831145567,0.00383446231282998,0.00371581485118792,0.00418853194941884
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1996","BNL1996","1996","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.32919987413597,1.32638957588488,1.33700555602274,21.7879369637221,21.6498222212986,22.1855511767925,4.67706260469463,4.54168843210994,5.04538775508957,0.0113078201629424,0.0112579256061237,0.0114485014205272,0.00370874995307799,0.00360861493347165,0.00399269990422305
