"Site","Sample_Date","Spectra_Name","BNL_Barcode","Sample_Barcode","USDA_Species_Code","Instrument","Foreoptic","Collection_Units","Spectra_Units","Spectra_Type","Reflectance_Type","White_Reference_Standard","Spectral_Resolution","Interpolation_Method","Overlap_Handling","Overlap_Removal","Overlap_Matching_Type","N.mu","N.q25","N.q975","Cab.mu","Cab.q25","Cab.q975","Car.mu","Car.q25","Car.q975","Cw.mu","Cw.q25","Cw.q975","Cm.mu","Cm.q25","Cm.q975"
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1997","BNL1997","1997","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.64333632048283,1.64100285676698,1.64978228310015,17.7982554528435,17.7235301910136,18.0133092841844,5.26263917555883,5.18124009111365,5.47400255911424,0.00767824853874368,0.00765219666760836,0.00775053162682488,0.00394681658614741,0.00389330407535719,0.00409635209173314
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1998","BNL1998","1998","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.53818688904488,1.5357908471834,1.54540106075904,18.9743544150962,18.8974028310901,19.2491735385238,5.00157982627087,4.91583373524884,5.25852623779538,0.00770403945920199,0.00767679747633101,0.00778438719598686,0.00432207406117331,0.00425780302204238,0.00449906612901492
"Barrow (Utqia_vik) Environmental Observatory","20160714","BNL1999","BNL1999","1999","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.50355459450982,1.4999971544893,1.51513035685717,24.4590153285493,24.2987611055438,24.9304173608452,5.75903129381873,5.62319709067854,6.17110160893712,0.0144088327236753,0.0143558648730232,0.0145655097070009,0.0047392543810501,0.00462203655844484,0.00511537031478226
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL1979","BNL1979","1979","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.46286593868431,1.46059045031973,1.46913481779507,18.4240615895226,18.3295378983439,18.7077356013505,5.41435481521582,5.31488903078921,5.70203599677752,0.00681709307295028,0.0067905727380512,0.00689538257459861,0.0040826557593036,0.00402518648051774,0.00424649179550516
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL1993","BNL1993","1993","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.04770265764649,2.03301394682063,2.09142853882307,101.227172967454,100.263865864776,104.368688344221,81.2489077755612,78.0622191986684,93.9263053926282,0.0388081737517413,0.0386492429974909,0.0392948425881493,0.0144708205130696,0.0140430250883672,0.0156900419155231
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL1994","BNL1994","1994","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.87213334371966,1.86298477685162,1.90291429337671,86.0404967961485,85.2290781822673,88.317669672858,76.8444661594897,73.5538095513168,86.8668110985883,0.033571528075896,0.0334561641890383,0.0338911853999577,0.01015531093637,0.00986582061434034,0.0111036570745422
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL1995","BNL1995","1995","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.25775157473107,2.24092959091098,2.30981956692752,90.6219243768979,89.8017352177747,93.2586223652191,29.9619860796161,28.6519835656015,33.8567048722184,0.0489698988657653,0.0487232886912956,0.0496565993902198,0.0162021859313663,0.0157722101930063,0.0175333029365202
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2000","BNL2000","2000","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.49151933812512,1.48949739599946,1.49772642027283,24.9415608238561,24.7989531857979,25.3443502163103,4.7800069068459,4.676301846214,5.09032389339382,0.00648104071839798,0.00645572644396126,0.00655440763362773,0.00377502997987738,0.00372360461595515,0.00393259867586641
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2001","BNL2001","2001","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.59535246674664,1.59322630367993,1.60168849008957,24.7480542199485,24.6256294266297,25.1226404015151,6.04781356978381,5.9379750744067,6.3922975981257,0.00708967151381691,0.00706271569451524,0.00716380536230273,0.00375979271353075,0.00370815168321717,0.00391131521321792
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2021","BNL2021","2021","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.57085007295138,1.56865062096816,1.57713485913207,22.7673314741955,22.6497224362766,23.071318194334,5.9445085284941,5.82999253690259,6.27726864020296,0.00626428429711742,0.00624204683871306,0.00633466676953756,0.00392928765912684,0.00387962438483354,0.0040745297316849
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2022","BNL2022","2022","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.53445391704613,1.53221008064624,1.54119015577755,24.4655837890511,24.3364811402756,24.8467741340691,4.92409568866963,4.80231658134107,5.2863033778033,0.007214513438804,0.00718616547984721,0.00729500650231161,0.00364052427059672,0.00358854527051212,0.00380385411816749
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2023","BNL2023","2023","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.58323090740604,1.57885171809753,1.59618405442351,29.4361989661393,29.2351128714914,29.9975187565388,6.00896900610555,5.83529320348492,6.51168638893699,0.0167624622561988,0.0167044959444157,0.0169381668434062,0.00557508276066327,0.00542874408706277,0.0060167786659548
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2024","BNL2024","2024","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.43272152959196,1.42942855904642,1.44174515273264,26.7824985665229,26.6107889885804,27.2453343017704,6.0558512552937,5.9106543822216,6.49242852947001,0.0141455648832658,0.0140970656501402,0.0143004493538446,0.00496102927942609,0.00484210226315259,0.00529326308533846
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2025","BNL2025","2025","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.31254619704529,1.30972497212451,1.32142548829468,23.7228579558589,23.5812709445037,24.1508009541908,7.07545095478241,6.91812357463444,7.55160001233268,0.0120633377821477,0.0120167779529791,0.012210735251422,0.00452552393144323,0.00441613670796838,0.00485922769084629
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2026","BNL2026","2026","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.33959618395274,1.33683713041091,1.34744434140711,23.193178295436,23.047095889225,23.6140799051529,5.73384441273443,5.59259836585234,6.12191167297323,0.0122414003754717,0.0121899453748689,0.0123915295765941,0.00432454392215899,0.00422516796275922,0.00462124671790012
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2027","BNL2027","2027","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.47235869938951,1.46846878375375,1.48444711670291,26.4191947273906,26.2421878608961,26.9140333907862,6.29958937225796,6.14241948088784,6.76804288192662,0.0156602834375351,0.0155992444336434,0.0158355597811185,0.00590105843968209,0.00575456965917155,0.00635522648866961
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2028","BNL2028","2028","ARFU2","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.44258022528347,1.4394037028369,1.45230694245311,23.9366299011968,23.789995064536,24.3433422271515,6.01289646212491,5.87677698893478,6.43872125130402,0.0140402187006103,0.0139837412877016,0.0141910756371863,0.00481284101098484,0.00469413068452068,0.0051652443840442
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2033","BNL2033","2033","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.89841579669876,1.88854123185715,1.92699778366976,88.3581058344776,87.6271548004738,90.5011245769857,32.5632011418343,30.7170855575296,38.5310265561391,0.0329606741187807,0.0328660124146994,0.033252117661911,0.0114078231999655,0.0111087995178491,0.0122612313886313
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2034","BNL2034","2034","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.0479540463639,2.03225317879787,2.09273001146962,94.6291809109209,93.6830581309888,97.2814048773398,28.5339868632695,27.0885979387358,33.2942761918685,0.042045662245908,0.0418589899000209,0.0425904660582194,0.0149713406334859,0.0145262342776764,0.0163102909495188
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2035","BNL2035","2035","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.82588928743732,1.81446952870674,1.85957834198012,84.5978889389695,83.8123714776921,86.7944758518307,28.4021524821801,26.6872257394728,33.7846030673824,0.0390521058930712,0.0388979854923452,0.0394742564016374,0.0113207283402954,0.0109572869768368,0.0123970109429224
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2036","BNL2036","2036","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.00648838039841,1.9967983024263,2.03512885235802,80.5460426871703,79.8852484872876,82.4728575299286,25.1782686698202,24.0692768153479,28.4114293553501,0.0334118708978484,0.0333090901350061,0.0337006726331916,0.0107852092018955,0.0105089135304745,0.0116020337555623
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2038","BNL2038","2038","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.83191979676761,1.82714121956872,1.8453213253682,24.0663500998058,23.9053401288388,24.5423967884955,4.90037041655125,4.77171912894825,5.28847518015328,0.0103011400462397,0.0102535233248187,0.0104387336011305,0.00575376712515536,0.00563738625403777,0.00607796730940381
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2039","BNL2039","2039","CAAQ","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.601809124878,1.59848587638473,1.61228883258147,20.8473716867035,20.713377969496,21.2122117547556,4.18543054102641,4.07348599163776,4.50024322982388,0.00823674939203576,0.00819752103311038,0.00835561715228702,0.00434258964230519,0.00425264100045622,0.00460218998835385
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2041","BNL2041","2041","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.02828207907717,2.01400175790341,2.06641775957185,86.983760545847,86.2643026575271,88.9930051316544,29.7182746118392,28.3265450728281,33.8699806511722,0.0426057037105894,0.0424454945951636,0.0430895815357675,0.0140705294274991,0.0136637850870457,0.0151644506047179
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2042","BNL2042","2042","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.8042076120194,1.79602924075182,1.82667309057307,67.2292191385482,66.7554486016786,68.6539088044011,24.2085529747953,23.2497465114336,27.1394021928587,0.0292137452024954,0.0291306793392309,0.0294475284837501,0.00921307907280186,0.00894465226978666,0.00994984921102415
"Barrow (Utqia_vik) Environmental Observatory","20160716","BNL2043","BNL2043","2043","PEFR5","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.24297984155276,2.22292911631195,2.30431568215164,103.130118542828,102.060035520964,106.470802251955,43.2177225507503,40.2961436301561,53.0658003292806,0.0435044047387192,0.043261622638823,0.0442675775807043,0.0163746550452496,0.0158467010714492,0.0179583255641246
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2032","BNL2032","2032","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.08527687572593,2.08056672612295,2.10003027768816,52.3620118151346,52.0467433946237,53.2486240020382,18.7544026368786,18.2483466133999,20.33054546608,0.0148777698119555,0.0148353168347953,0.015004325465167,0.00651759210575887,0.00641574029596031,0.00682670432081409
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2052","BNL2052","2052","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.97338559394791,1.96898351923087,1.98584824398423,54.4286178430987,54.1235089704156,55.3122888557695,17.0908804373976,16.6272894100012,18.4961439531778,0.016136111240447,0.0160939219084152,0.0162584309818803,0.00637629430932115,0.00627230322375352,0.0066956717806644
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2053","BNL2053","2053","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.95539291056779,1.95063968051381,1.96960406783296,61.2393044624679,60.8039603011808,62.4629064373238,18.4184290306199,17.7983039627231,20.2477692920802,0.0158057427843866,0.0157561879579749,0.0159374072113336,0.00719044928139883,0.00707884913099509,0.00754466136202487
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2054","BNL2054","2054","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.86363258719747,1.8605127065032,1.87309760151019,52.8228337760657,52.5502053225736,53.5808518533776,15.9899750069923,15.5844334715712,17.1618662338497,0.0144112332883863,0.0143758853450972,0.014511505189576,0.00582154302312953,0.0057405464802136,0.00606072026693991
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2055","BNL2055","2055","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.90528707420749,1.89995789567323,1.92037696369933,61.7061336586793,61.2231342002644,63.0754358002116,23.2018127001797,22.2820821393576,26.007164580705,0.0153203727662015,0.0152651447792722,0.0154737612009704,0.00707138595558714,0.0069279117036413,0.00746335093743212
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2056","BNL2056","2056","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.13519598068717,2.13007165997646,2.15076326398976,74.399546039085,73.9102468666893,75.8942424557339,25.3410675291957,24.3626309919497,28.2229966802219,0.016759652678146,0.0167119004254946,0.0169138339498642,0.00821411724183707,0.00809814755451527,0.00855323879713079
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2057","BNL2057","2057","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.78097761303315,1.77589236133752,1.79574674940103,57.765486771302,57.4104237285046,58.7585234818599,18.7465957877026,18.1686082572139,20.4260602380186,0.020093702418422,0.0200362842684009,0.0202562831102175,0.00945132998749059,0.0092898798403219,0.00990927535897681
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2058","BNL2058","2058","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.67749261129658,1.67332386703753,1.69075767887971,48.2687172120232,47.971682224411,49.1377459928015,17.5748204044125,17.0675662079394,19.0366011600435,0.0177986061779164,0.0177489086374035,0.0179501706083091,0.00826546479088672,0.00813383958801771,0.00867588609116776
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2059","BNL2059","2059","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.57788099391678,1.57232348156528,1.59238512972392,48.177244353219,47.8324086057194,49.1898640324943,18.8192518278924,18.1685894605554,20.730013441279,0.0176330334944558,0.0175764396912354,0.0178094924890617,0.00846640944283179,0.00828601652124607,0.00898202140729757
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2060","BNL2060","2060","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.73415135278457,1.72889107319983,1.74855653157362,54.2633635342899,53.9162655891422,55.2548432003388,19.4972422023082,18.8505964112649,21.3227410754019,0.0194509951186205,0.0193914752640508,0.0196279519170339,0.00855304957552868,0.00839057829258135,0.00903470659759304
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2061","BNL2061","2061","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.91293388102629,1.90889035323959,1.92510675718541,55.1520186994453,54.8279310173248,56.0898723800745,19.2797084971023,18.7068435474359,20.8187075213517,0.0159162003006377,0.0158726999461988,0.0160458558075578,0.00688493249699472,0.00677947974746122,0.007188670867776
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2062","BNL2062","2062","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.21548444548988,2.2106985599513,2.229091863595,48.4734517906008,48.251759654875,49.1660926293111,19.873341262436,19.4847591011963,21.0042710028146,0.0168966269065655,0.0168543996484531,0.0170183915116991,0.00721040039474777,0.00711663574506412,0.00751014337044567
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2063","BNL2063","2063","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.03710497966226,2.03254625503682,2.05152554257935,56.2547040906602,55.9021227655725,57.273007696592,16.5258331203957,16.0430463915625,17.8982219361582,0.015626095033824,0.015581659221977,0.0157534565170439,0.00713004516907979,0.00702408711410571,0.00745434714532031
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2064","BNL2064","2064","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.95051501130602,1.94607179301222,1.962511565085,51.6015049027965,51.2795150330809,52.5673009380295,19.6809727303571,19.158567888411,21.2491684513343,0.0145497463580228,0.0145046577769657,0.0146737926719267,0.00673148507001597,0.00662867281258975,0.00701911033141193
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2065","BNL2065","2065","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.0694163738609,2.0642173602479,2.08409285710817,54.8272953060273,54.4905848212645,55.8891649532225,19.890590838027,19.3344051259731,21.5632234617271,0.0159408727979086,0.0158930612371359,0.0160798353326524,0.00752049027394499,0.00740657076902382,0.00786997317556535
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2066","BNL2066","2066","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.00983957458509,2.00568491350455,2.023184717258,52.0760445277724,51.7985014400969,52.9268730922007,16.6092231051768,16.1417040986642,17.9823171290072,0.0145434917372301,0.0145023622929877,0.0146790064110019,0.00662568904430042,0.00652709615197895,0.00692481241781553
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2067","BNL2067","2067","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.39317714722367,1.38927982826776,1.40434064242769,48.0325488835717,47.6571860426031,49.0760477635462,18.4065186783788,17.6676846772754,20.6134230621477,0.0164083249793802,0.0163508839502239,0.0165755253125201,0.00977714492564287,0.00962174178252414,0.0102547072976731
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2068","BNL2068","2068","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.47699992512746,1.47276981034955,1.48846487901263,49.122795393143,48.7747087201713,50.1122727582694,16.6410706290867,16.0881017261178,18.1700619323913,0.0185986218885632,0.0185355174761961,0.0187710845426713,0.00942629750905166,0.00927047889218249,0.00988004566515967
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2069","BNL2069","2069","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.63503148539696,1.6300751624592,1.64949700911856,61.1337886324942,60.6981234873774,62.4336211691459,20.067142294453,19.2695347295643,22.3827863396188,0.0197416871642645,0.0196860823516734,0.0199074980778295,0.00985085407980348,0.00968946873687756,0.01033731529579
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2070","BNL2070","2070","SAPU15","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.42076592752006,1.41560009887326,1.43581471760776,50.796077120726,50.3479526441173,52.1123641773667,17.6219416690449,16.8885125900946,19.9441850111464,0.0183568202266879,0.0182841488366815,0.018571698910351,0.00978036061857723,0.00956947795723135,0.0104220108149266
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2071","BNL2071","2071","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.83467719366899,1.83115671777493,1.84480191498603,43.7140696125479,43.4935091836378,44.3786123091201,14.1124960306593,13.7728420655414,15.0903873083118,0.0138223629567044,0.0137828803355295,0.0139333597202719,0.0059364541304261,0.00584214063827738,0.00621087558176888
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2072","BNL2072","2072","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.92983995730755,1.92571717603713,1.94033804349829,49.5076065671597,49.2593436521429,50.2882555569988,17.4728959364621,17.045709202729,18.7119047641154,0.0145033155822096,0.0144645924134219,0.0146124116994592,0.00630504138113366,0.00620946849996557,0.00657691768946738
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2100","BNL2100","2100","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",2.11975007521869,2.11350165746726,2.13674070893863,56.0630188809486,55.7237518993891,57.0599131013689,23.3011295657722,22.6556736237,25.2635874258766,0.0200919995585084,0.0200360741423329,0.0202532936168978,0.00808165265202147,0.0079403529128832,0.00847744161441376
"Barrow (Utqia_vik) Environmental Observatory","20160717","BNL2101","BNL2101","2101","ERAN6","SVC_HR-1024i","Fiber_1_LC_RP_Pro","Radiance","Percent_Reflectance_0_100","Leaf","Absolute","99AA10-0614-0827 SRS-99-020","1nm","Linear","Removed","Post_processing","Radiance",1.99917355040859,1.99419405878495,2.01457743618235,43.1868842565296,42.9391496877976,43.9094608199149,18.0407842313196,17.6087851026066,19.2925244601368,0.0177430450718929,0.0176899378090911,0.0179003111521498,0.00627583376716035,0.00615405388902968,0.00663950798419212
