"USDA_Species_Code","Sample_ID","Machine_name","Sample_Date","Area","Tair","Tleaf","deltaT","RH_R","RH_S","VpdA","VpdL","PARi","PARo","Press","Ci_Ca","CO2R","CO2S","Photo","Cond","Ci"
"ERAN6","1818","Bernie","20160709",2.099999905,15.36696434,14.86970425,2.16120593,53.09872818,56.96805573,0.726248148,0.698868516,2000.198608,214.9208679,100.7665787,0.659798328,398.1348877,390.0315552,13.08987499,0.167378642,257.3421681
"ERAN6","1818","Bernie","20160709",2.099999905,16.16950989,14.76982117,1.6304033,50.19617462,53.63904572,0.77440733,0.696785653,1499.440063,93.96363831,100.765007,0.665699577,397.6472473,390.1662292,12.08044809,0.156925535,259.7334936
"ERAN6","1818","Bernie","20160709",2.099999905,16.98206329,14.882514,1.367639768,47.29297638,50.62931824,0.833424146,0.715077137,1250.454834,93.43515778,100.763916,0.687880599,396.9321289,389.9899902,11.17027625,0.15596512,268.2665481
"ERAN6","1818","Bernie","20160709",2.099999905,17.28168869,14.83151627,1.095384036,46.15789413,49.32269287,0.854940277,0.716537589,1000.816956,91.69522858,100.7628708,0.689908913,396.7598572,390.1048889,10.70427669,0.150283439,269.1368399
"ERAN6","1818","Bernie","20160709",2.099999905,17.99379921,14.84550953,0.820988333,43.57649994,46.74913025,0.906258866,0.726504426,750.3051758,149.6209412,100.7605362,0.716275269,396.6725464,390.3701172,10.09681762,0.155602644,279.6124606
"ERAN6","1818","Bernie","20160709",2.099999905,16.35845375,14.72815895,0.442162637,48.02997971,50.97926331,0.820422981,0.729929229,500.0391846,114.4021225,100.7603607,0.69829936,395.6828918,390.1000671,8.964440337,0.129076552,272.4066272
"ERAN6","1818","Bernie","20160709",2.099999905,17.14784622,14.12588501,0.24236956,45.54325867,48.32887268,0.834182069,0.668805288,248.8516693,114.2271957,100.7532196,0.782164635,394.5301514,390.1600342,6.940970086,0.140260816,305.1693808
"ERAN6","1818","Bernie","20160709",2.099999905,17.13468361,14.77671909,0.108357733,45.82264709,48.77975464,0.862864778,0.73025542,200.2223969,243.3264618,100.7501297,0.789731403,393.7656555,389.67276,6.456351106,0.136079975,307.7368154
"ERAN6","1818","Bernie","20160709",2.099999905,16.14336586,14.81243992,0.0349091,49.21102142,51.66201782,0.813394486,0.739480438,149.7266998,217.1198425,100.7517395,0.828356415,392.4988708,389.9318542,3.991950386,0.103855857,323.0025527
"ERAN6","1818","Bernie","20160709",2.099999905,16.23059654,14.98082352,-0.025785331,49.65261459,52.00989151,0.816161603,0.74617218,99.78121185,143.1245422,100.7452393,0.879974358,391.8052979,390.0843506,2.588720087,0.099444278,343.264226
"ERAN6","1818","Bernie","20160709",2.099999905,15.66027069,14.8145895,-0.021001453,52.22077179,54.00461197,0.773463942,0.726814967,75.568367,108.6320496,100.7482834,0.923154449,390.4862366,389.6624451,1.167888207,0.074093465,359.7186198
"ERAN6","1818","Bernie","20160709",2.099999905,16.21749687,14.49954987,0.040110426,50.45877457,51.97653198,0.789601929,0.695349931,50.31697083,105.9838562,100.7590942,0.944024,390.4091187,389.8559875,0.740575607,0.068218864,368.0334086
"ERAN6","1818","Bernie","20160709",2.099999905,16.71582222,14.81330872,0.008057902,48.89255905,50.44009399,0.83412952,0.727605345,19.14334679,106.3532104,100.7566223,1.004439514,389.8043213,389.8484497,-0.266475268,0.068596847,391.5791873
"ERAN6","1818","Bernie","20160709",2.099999905,16.76447487,14.86883259,-0.013867909,48.90209198,50.42835617,0.837373037,0.730911058,0.631237805,113.9897232,100.7572556,1.02734157,389.8389893,390.1068115,-0.638096957,0.067543364,400.7729443
"ERAN6","1819","Derek","20160709",1.95,14.53100967,14.9427557,2.015579765,68.77405548,73.00162506,0.470492273,0.49296638,2000.633179,65.34233856,100.6508636,0.755575011,398.6580505,390.0922546,14.87649446,0.269763744,294.7439596
"ERAN6","1819","Derek","20160709",1.95,15.00784779,14.79117393,1.512538815,66.90664673,70.36467743,0.495524986,0.483694738,1499.760742,65.66919708,100.649826,0.724277694,398.3772888,390.0802917,14.46721466,0.229965357,282.5264542
"ERAN6","1819","Derek","20160709",1.95,15.62566662,14.83419704,1.252354139,64.71337891,67.9943161,0.525530774,0.481857351,1249.111816,65.57299805,100.6487274,0.732284403,398.0229797,390.0411682,13.9064448,0.227771397,285.6210639
"ERAN6","1819","Derek","20160709",1.95,16.08424759,14.79151058,0.994619466,63.43818283,66.52441406,0.539795394,0.468125902,999.696106,66.16391754,100.6494293,0.739160895,397.6118469,389.861969,13.50527927,0.227116619,288.1707221
"ERAN6","1819","Derek","20160709",1.95,16.74257469,14.80197525,0.721818383,61.47833252,64.56260681,0.563205807,0.454559809,749.2925415,66.77926636,100.6462479,0.783931354,396.896698,390.0012207,11.95396792,0.244617888,305.7341849
"ERAN6","1819","Derek","20160709",1.95,17.17303276,14.81683254,0.44859239,60.24111176,63.21959305,0.581219844,0.448413069,499.4531555,67.76109314,100.6454926,0.821928034,395.7480164,390.030365,9.843180324,0.246148504,320.5768909
"ERAN6","1819","Derek","20160709",1.95,17.36236954,14.89446545,0.134318236,59.83976364,62.89451218,0.588326167,0.448391425,249.69487,67.09922791,100.6461563,0.904515055,393.1197815,389.9372253,5.280708959,0.256028603,352.7040907
"ERAN6","1819","Derek","20160709",1.95,17.43130493,14.84303093,0.099461204,59.67655945,62.58335495,0.590109514,0.443523347,200.276825,66.81526947,100.6435318,0.923267073,392.5213623,390.0502014,4.022585275,0.24685972,360.1205077
"ERAN6","1819","Derek","20160709",1.95,17.84335899,14.81753635,0.077330153,58.64574432,61.43206787,0.603620231,0.431430411,148.8621826,64.66980743,100.6401367,0.944615057,391.7019653,389.8986511,2.831723673,0.249834288,368.3041365
"ERAN6","1819","Derek","20160709",1.95,17.77392387,14.83437634,0.011013391,59.04912186,61.82249069,0.59802583,0.430792582,98.52222443,63.85100174,100.6396484,0.970476612,391.4522095,390.4967651,1.314189869,0.247835286,378.9679776
"ERAN6","1819","Derek","20160709",1.95,17.80330658,14.80015945,0.000408475,59.01784134,61.68005753,0.598314565,0.427637329,75.17809296,63.27429962,100.6385727,0.991903055,390.6792603,390.4255066,0.071367543,0.239835087,387.2642526
"ERAN6","1819","Derek","20160709",1.95,17.92408562,14.82853317,-0.006899392,58.54852676,61.05971527,0.610329367,0.433887287,49.6226387,61.78485489,100.635582,1.00729107,389.8773804,390.091156,-0.747929644,0.223885339,392.935338
"ERAN6","1819","Derek","20160709",1.95,18.32122612,14.81602669,-0.016058356,56.74623489,59.25492859,0.639686392,0.438866929,21.20880127,60.25466919,100.631897,1.03072269,389.3503723,390.263031,-2.010267612,0.226816138,402.2529611
"ERAN6","1819","Derek","20160709",1.95,18.39586067,14.77150536,-0.00715307,56.95646667,59.26659775,0.635375318,0.427896179,0.870994568,59.0295372,100.6306686,1.042564742,388.8159485,390.0145569,-2.495396876,0.214735924,406.6154259
"ERAN6","1820","Andy","20160709",1.86,15.58573627,15.19577312,2.141064049,62.58176422,65.65400696,0.588241792,0.566404063,1999.804321,100.9516296,100.6392746,0.66938497,398.050293,390.2216187,14.33929834,0.188308875,261.2084867
"ERAN6","1820","Andy","20160709",1.86,15.62717533,14.83854008,1.579012593,62.35213089,65.23639679,0.57487823,0.531352267,1500.169678,100.7140503,100.63871,0.673045996,397.7661133,390.0027771,14.23991572,0.189007547,262.4898075
"ERAN6","1820","Andy","20160709",1.86,16.44825363,14.85609055,1.30274183,58.99294662,62.00840759,0.620286428,0.531316805,1250.667725,99.37427521,100.6346283,0.707407356,397.7841797,390.1225281,14.01003274,0.209124393,275.975546
"ERAN6","1820","Andy","20160709",1.86,16.7496376,14.80390644,1.026939925,57.91916656,60.85005951,0.634224339,0.525271221,1000.753296,99.50450897,100.6330261,0.72288513,397.1403198,389.8729553,13.27372091,0.209637578,281.8333621
"ERAN6","1820","Andy","20160709",1.86,17.08908272,14.84229374,0.724854318,56.76387024,59.76208878,0.652017605,0.525393072,748.7027588,101.9923248,100.6326828,0.770396607,396.3285522,390.0319824,11.42496491,0.21948499,300.479316
"ERAN6","1820","Andy","20160709",1.86,17.52856445,14.85652924,0.439458983,55.25238037,58.26345062,0.675778421,0.524152818,498.7100525,106.2028809,100.6320114,0.83080109,394.7828064,389.9797974,8.598211287,0.227550829,323.9956408
"ERAN6","1820","Andy","20160709",1.86,17.59059906,14.87145329,0.156012571,55.27851868,58.12759399,0.678463989,0.523931852,249.4364624,118.644165,100.6304932,0.889225481,393.0851746,390.0969849,5.202596877,0.215716744,346.884179
"ERAN6","1820","Andy","20160709",1.86,17.67347336,14.86504555,0.105809506,55.11476898,57.92990875,0.680845484,0.521094108,200.6839752,128.7507935,100.630394,0.912371812,392.8014526,390.4387512,4.026540332,0.215386634,356.2253108
"ERAN6","1820","Andy","20160709",1.86,17.68667412,14.9298296,0.032582963,55.30255127,58.17008972,0.67960758,0.522333126,150.3187714,129.0308685,100.6294708,0.92838028,392.0378418,390.07547,3.265072035,0.219240465,362.138374
"ERAN6","1820","Andy","20160709",1.86,17.7253952,14.90490341,-0.031061155,55.14773178,58.06825256,0.679612141,0.518786672,100.821991,120.7243881,100.6247253,0.962205293,391.2765503,390.2114868,1.566224582,0.225668368,375.4635581
"ERAN6","1820","Andy","20160709",1.86,17.70918083,14.88228798,-0.054933875,55.20437241,58.0754776,0.678371003,0.517370875,75.50380707,119.7814026,100.62854,0.974873123,391.0385132,390.3410645,0.881861051,0.222095994,380.5330124
"ERAN6","1820","Andy","20160709",1.86,17.64239693,14.91639519,-0.095534616,55.52043152,58.4028511,0.674768264,0.519438999,49.03824615,122.0491409,100.6289749,1.003572046,390.238678,390.3374023,-0.617393879,0.221093708,391.7317055
"ERAN6","1820","Andy","20160709",1.86,17.86205482,14.96260452,-0.108256231,55.16469193,57.9415741,0.683552415,0.517500909,20.10891151,127.145668,100.6269836,1.010737446,389.4675293,389.7580261,-0.96806165,0.216605287,393.9430317
"ERAN6","1820","Andy","20160709",1.86,17.82143974,14.96382427,-0.140867536,55.30332184,58.13484955,0.680284574,0.516715052,1.483709335,126.7037888,100.6245117,1.03064283,389.2831421,390.1285095,-2.020772391,0.220837092,402.0831509
"ERAN6","1821","Bernie","20160709",2.099999905,12.51860428,15.23061466,2.013467377,70.64923096,74.01332855,0.51330257,0.658969683,2000.932007,139.7200165,100.7050323,0.531856555,398.5018005,389.9680786,13.89502176,0.126880338,207.407079
"ERAN6","1821","Bernie","20160709",2.099999905,12.50984764,14.88845539,1.408498878,70.63549042,74.02593994,0.495697973,0.621586096,1499.224243,133.5277405,100.7031555,0.574051234,398.2289734,389.9371033,13.48705768,0.135740838,223.8438754
"ERAN6","1821","Bernie","20160709",2.099999905,13.49499035,14.47282314,1.154377416,65.83506012,69.62038422,0.521770241,0.573322845,1251.302002,123.6035538,100.6993713,0.695139384,397.5248413,389.8566284,12.38958382,0.176854309,271.0046965
"ERAN6","1821","Bernie","20160709",2.099999905,14.68841934,14.81203079,0.848016503,60.80154037,64.91999817,0.595116668,0.601841261,1001.017456,126.5066071,100.6962585,0.763029653,396.8378296,390.1531372,10.68420326,0.198950099,297.6984128
"ERAN6","1821","Bernie","20160709",2.099999905,15.13084221,14.86021996,0.557746455,58.96158981,63.02080917,0.623243573,0.608398572,749.1618652,115.4032974,100.6980896,0.781941611,396.2829895,390.1126404,9.819832969,0.199575512,305.0453066
"ERAN6","1821","Bernie","20160709",2.099999905,15.47649288,14.81359673,0.275647353,57.54473114,61.53041458,0.64166708,0.605197496,500.6208496,112.0680466,100.6980133,0.814186248,395.3748474,390.0687256,8.378433739,0.201495883,317.5885921
"ERAN6","1821","Bernie","20160709",2.099999905,16.10009956,14.81020451,0.009852202,54.91165924,58.74778366,0.683321296,0.611736685,248.9560699,111.7404861,100.6991425,0.881415402,393.4533691,390.0975952,5.12975622,0.199595942,343.8380285
"ERAN6","1821","Bernie","20160709",2.099999905,16.27067375,14.92600536,-0.050174179,54.20475769,58.03572845,0.700989406,0.625817157,200.6112213,115.5380478,100.6991196,0.903429593,392.7279358,390.0315857,4.026947816,0.196836874,352.3660769
"ERAN6","1821","Bernie","20160709",2.099999905,16.30943108,14.8085146,-0.090174263,54.00297928,57.72844315,0.699563425,0.616025896,150.4609222,124.1025238,100.6985931,0.926831165,392.1711121,390.1474304,2.918224671,0.194871516,361.6007974
"ERAN6","1821","Bernie","20160709",2.099999905,16.59655762,14.814991,-0.143613018,52.67970657,56.44971085,0.720745832,0.621155469,99.3345871,112.7027206,100.7006531,0.957924073,391.2607117,390.0713196,1.51496008,0.199359381,373.6587071
"ERAN6","1821","Bernie","20160709",2.099999905,16.66396141,15.13814163,-0.198458155,52.40704346,56.19771576,0.743457302,0.656909913,75.2881012,111.2630081,100.6980591,0.97662549,391.0610962,390.429718,0.580584981,0.189941812,381.3036147
"ERAN6","1821","Bernie","20160709",2.099999905,16.38149071,15.12334633,-0.243066991,53.31124496,57.08395004,0.728782958,0.657747838,49.81871033,111.7685547,100.6969376,0.996264741,390.3714294,390.2729797,-0.296177229,0.18523276,388.815209
"ERAN6","1821","Bernie","20160709",2.099999905,16.15507507,14.9946394,-0.274489978,54.03517151,57.73497391,0.711770383,0.646815623,20.49597931,111.0306778,100.6998901,1.01895076,389.754425,390.2453003,-1.262302537,0.181985312,397.6407452
"ERAN6","1821","Bernie","20160709",2.099999905,16.1900444,14.96007347,-0.300445216,53.75055313,57.50408173,0.713682117,0.64490155,0.650241256,112.2377777,100.7004395,1.039937853,389.2988586,390.354248,-2.210359115,0.185763843,405.9441585
"ERAN6","1827","Derek","20160710",1.5,15.34913063,14.85386086,2.170094086,62.71754074,64.59588623,0.592020025,0.564775177,1998.967773,62.301754,100.5486221,0.682784447,394.505249,389.9787903,10.25493091,0.139272572,266.2714525
"ERAN6","1827","Derek","20160710",1.5,15.86114883,14.860322,1.582718871,60.45127106,62.4909668,0.62132182,0.565849975,1499.922119,63.89709854,100.5496216,0.740051308,393.9672546,389.8126831,9.349484246,0.156495585,288.4813859
"ERAN6","1827","Derek","20160710",1.5,15.91801739,14.87787628,1.295895478,60.34648514,62.3111496,0.624657712,0.566917446,1249.102905,63.82925415,100.5509186,0.73270676,394.1144409,389.9911804,9.287868597,0.150835189,285.7491742
"ERAN6","1827","Derek","20160710",1.5,16.04869461,14.83915329,1.007768799,59.77659607,61.75434113,0.630555315,0.563396829,1000.19397,64.30615234,100.5512695,0.758019398,394.0091858,390.1940613,8.5668876,0.154223365,295.7746674
"ERAN6","1827","Derek","20160710",1.5,16.52771187,14.82578373,0.780982748,57.53289795,59.23004913,0.669626817,0.574537961,750.9136963,67.36068726,100.5580826,0.770339511,393.1964722,390.0579529,7.024384662,0.133173026,300.4770526
"ERAN6","1827","Derek","20160710",1.5,17.00045013,14.81304359,0.49031448,55.66683578,57.49969101,0.69571183,0.572740949,498.9068909,73.96907806,100.5614624,0.81060297,392.872467,389.9822998,6.413532945,0.149177199,316.1208103
"ERAN6","1827","Derek","20160710",1.5,17.19941902,14.91130829,0.346170265,54.9728508,56.81915665,0.712237448,0.582705636,375.9257507,82.88388062,100.5666656,0.84994554,392.3601685,390.0636902,5.021076814,0.149534932,331.5328939
"ERAN6","1827","Derek","20160710",1.5,17.28567314,14.9656992,0.190251058,54.7309761,56.61411285,0.718412921,0.586614792,249.137146,79.84061432,100.566246,0.914932574,391.4423218,390.1157837,2.751894573,0.15244307,356.9296381
"ERAN6","1827","Derek","20160710",1.5,15.77765846,14.92235661,0.134322608,60.58082581,61.80377197,0.638497381,0.591023013,199.4085388,81.10016632,100.5673752,0.792691351,391.8691101,389.980011,4.203670841,0.088120908,309.1337816
"ERAN6","1827","Derek","20160710",1.5,16.55578041,14.67552185,0.112182133,57.92469025,59.38821411,0.657659511,0.553230166,150.8535614,91.02040863,100.5668869,0.879330711,391.4767761,389.99823,3.194457383,0.119161797,342.9374209
"ERAN6","1827","Derek","20160710",1.5,16.90797043,14.81032181,0.03777224,56.72190475,58.36462784,0.68001568,0.562259252,100.4876556,76.92874908,100.5624084,0.939803392,390.9240723,390.0904541,1.652888747,0.134980487,366.6083321
"ERAN6","1827","Derek","20160710",1.5,16.9598217,14.86472225,0.017146697,56.5461998,58.11371994,0.687318483,0.569348133,74.60002899,72.86418915,100.5626373,0.964440544,390.6113892,390.1458435,0.807418663,0.127453973,376.2724696
"ERAN6","1827","Derek","20160710",1.5,16.99313545,14.93294621,-0.014663934,56.48715973,58.0430069,0.692206143,0.575812372,49.08824539,71.74173737,100.5629349,0.993392286,390.2603455,390.1752625,-0.078305574,0.125285726,387.5970959
"ERAN6","1827","Derek","20160710",1.5,17.01742935,14.93630981,-0.035465753,56.48594284,57.96279144,0.693638347,0.576004842,20.63941956,65.39542389,100.5641861,1.021670688,389.9479065,390.2130737,-0.881417204,0.118917596,398.6692594
"ERAN6","1827","Derek","20160710",1.5,17.02768898,14.91110134,-0.04862592,56.45967102,57.88155746,0.69361725,0.57408854,0.464580864,62.72959518,100.5642548,1.040473314,389.496582,389.9749451,-1.368401625,0.114823518,405.7585235
"ERAN6","1828","Andy","20160710",1.65,13.25854492,15.16789436,2.071577242,80.54216003,82.34718323,0.3677459,0.471095368,1998.990845,73.46499634,100.5240707,0.478413566,387.2161255,379.9240723,15.25325323,0.127352873,181.76083
"ERAN6","1828","Andy","20160710",1.65,13.33600712,14.80912399,1.481753137,80.2988739,82.28855133,0.347510949,0.426122477,1500.105469,69.17178345,100.5228195,0.605351245,386.8893433,380.1231689,14.11607721,0.157005259,230.1080336
"ERAN6","1828","Andy","20160710",1.65,14.1428051,14.88237858,1.192932984,76.68898773,78.93894958,0.38023357,0.420277467,1249.200562,91.63221741,100.5247345,0.701679796,386.2950134,380.1094971,12.83571589,0.191027756,266.7151545
"ERAN6","1828","Andy","20160710",1.65,14.35259628,15.01434135,0.926387911,76.72592926,78.69815826,0.385104755,0.421243288,999.8945923,110.0224686,100.5241928,0.693882554,385.9649963,380.3382874,11.68018132,0.168548528,263.9101021
"ERAN6","1828","Andy","20160710",1.65,14.34443474,14.99815655,0.631898388,77.48246765,79.40170288,0.372928361,0.408600071,750.4754639,83.36865997,100.5250092,0.723257624,385.0354919,379.9403992,10.55872404,0.169024697,274.7947904
"ERAN6","1828","Andy","20160710",1.65,14.42159653,14.91063404,0.360578617,77.57167816,79.33686066,0.366920212,0.393535462,501.3601379,121.8367538,100.5263138,0.781856599,384.4103699,380.5506592,7.95656605,0.16201891,297.5360442
"ERAN6","1828","Andy","20160710",1.65,14.14694691,14.91835499,0.141784134,81.44897461,82.31652069,0.327336684,0.369170705,249.6495514,74.05714417,100.5218201,0.679214867,382.9952698,380.0845642,6.063755218,0.082027604,258.1590867
"ERAN6","1828","Andy","20160710",1.65,15.31129551,14.50713921,0.140291251,73.82015991,75.14054871,0.389468702,0.345901466,200.2035828,62.24776459,100.516304,0.873640885,382.1377869,380.1263428,4.081423401,0.145525792,332.0939144
"ERAN6","1828","Andy","20160710",1.65,16.61784554,14.78803921,0.050276377,66.03720856,68.07308197,0.498364995,0.396163434,150.6414795,62.87103271,100.5217743,0.952131961,381.2990112,380.1813354,2.058188676,0.216016987,361.9828005
"ERAN6","1828","Andy","20160710",1.65,16.89415932,14.94034004,-0.013415497,63.80784607,65.89444733,0.542289976,0.432026424,99.37870026,65.94777679,100.5234604,0.990281447,380.0856628,379.8688354,0.132815417,0.206170605,376.17706
"ERAN6","1828","Andy","20160710",1.65,16.87449646,14.89417648,-0.050375665,63.61193848,65.76594543,0.542541135,0.431030458,74.45384216,66.48886108,100.5237503,1.007049666,380.1320801,380.2948303,-0.683359907,0.213345238,382.975782
"ERAN6","1828","Andy","20160710",1.65,17.00678253,14.92921829,-0.099932651,62.71485138,65.05152893,0.555463389,0.43808368,50.05585098,67.09806824,100.5238647,1.01329625,379.8391418,380.1695862,-1.071093787,0.230455,385.2244161
"ERAN6","1828","Andy","20160710",1.65,17.03647995,14.93108749,-0.135419385,62.2400856,64.58979797,0.563915911,0.444904388,20.83056641,68.40747833,100.5243301,1.036348928,379.3713379,380.2677002,-2.275174821,0.228509528,394.0900236
"ERAN6","1828","Andy","20160710",1.65,17.04288101,14.85822678,-0.176616852,61.82125473,64.33500671,0.564507979,0.441383421,0.566619515,69.1690979,100.5245209,1.058882367,378.7226868,380.2900085,-3.725324169,0.247433669,402.6823843
"ERAN6","1829","Bernie","20160710",1.5,15.66491318,14.98954582,1.907954513,54.95240784,58.80046844,0.697573747,0.660040063,2000.014893,77.12528229,100.6219025,0.691205306,389.9392395,382.1877441,17.50630273,0.255511682,264.1701968
"ERAN6","1829","Bernie","20160710",1.5,16.44973946,14.89364052,1.36535286,52.46546936,56.22340775,0.731037712,0.643943507,1499.851074,81.2484436,100.6197205,0.743736029,397.5161133,390.5948181,15.53487392,0.269680028,290.4994391
"ERAN6","1829","Bernie","20160710",1.5,16.4518013,14.82268238,1.093256327,52.47077179,56.09370804,0.729397378,0.638486463,1250.814941,82.74634552,100.6206131,0.744464698,396.7736206,390.0726624,15.04656757,0.261904307,290.3953269
"ERAN6","1829","Bernie","20160710",1.5,16.8266983,14.80571938,0.840717684,51.40805435,54.8403244,0.748642918,0.63534353,1000.362122,83.73636627,100.6175232,0.748589458,396.3834229,389.9584961,14.41716306,0.25496911,291.9188192
"ERAN6","1829","Bernie","20160710",1.5,17.1486454,14.82846451,0.569520809,50.59569931,53.93434143,0.764659284,0.633863988,750.3757935,89.24920654,100.6160507,0.774832255,395.8756714,390.1470947,12.79363626,0.253664375,302.2985531
"ERAN6","1829","Bernie","20160710",1.5,17.33610916,14.94425106,0.264593294,50.14671707,53.51618195,0.778071045,0.642214465,499.0507813,96.40619659,100.6151047,0.822433711,394.5141907,389.9623413,10.03025686,0.255800359,320.7181754
"ERAN6","1829","Bernie","20160710",1.5,17.39858437,14.93868065,-0.0051004,50.16219711,53.36844635,0.780156681,0.640343822,249.1401367,123.3984833,100.6184006,0.909252444,392.3724365,390.1432495,4.625769847,0.244506434,354.7387032
"ERAN6","1829","Bernie","20160710",1.5,17.41176987,14.91977215,-0.051959202,50.23228073,53.38222885,0.77865795,0.637107103,200.8373871,132.8478851,100.6191864,0.917638834,392.3164673,390.3163452,4.099568888,0.241481451,358.169436
"ERAN6","1829","Bernie","20160710",1.5,17.46428299,15.05270767,-0.13168938,50.25538635,53.48714447,0.783952771,0.646099156,151.1209259,274.1865234,100.6168747,0.930487072,391.7521667,390.0396423,3.410874605,0.245304592,362.9268447
"ERAN6","1829","Bernie","20160710",1.5,16.16551018,15.10395813,-0.186635404,56.28326416,58.99866486,0.694583428,0.634879807,98.90136719,127.1377487,100.6146164,0.932206368,391.130188,389.8178101,2.609452962,0.191081606,363.3906449
"ERAN6","1829","Bernie","20160710",1.5,16.17749977,15.03503513,-0.191331601,56.48887253,59.08498764,0.688910427,0.624832012,75.73789978,296.6822205,100.6170807,0.965454527,390.8676453,390.2169495,1.081974585,0.185568386,376.7367202
"ERAN6","1829","Bernie","20160710",1.5,16.17298317,15.00386906,-0.219609684,56.77346039,59.36355972,0.68205213,0.616569463,49.59785461,129.6269836,100.6146774,0.972530912,390.75354,390.2305298,0.784721788,0.187684666,379.5112529
"ERAN6","1829","Bernie","20160710",1.5,16.14170837,14.93339539,-0.233741585,57.11701584,59.58704376,0.674334957,0.606887881,20.29289436,119.6060333,100.61689,1.012174239,390.2318726,390.4560852,-0.941284998,0.181227171,395.2095909
"ERAN6","1829","Bernie","20160710",1.5,16.10460281,14.86909485,-0.249490361,57.66014862,60.09474564,0.661854348,0.593112664,0.537775338,149.0787201,100.6163864,1.02997769,389.4832458,390.038147,-1.707219476,0.182425822,401.7305897
"ERAN6","1835","Bernie","20160710",1.5,15.06481075,14.99084759,2.095109142,61.81513214,64.05516052,0.613637596,0.609561609,2000.204834,95.50171661,100.6248856,0.632381794,395.7340698,390.0392761,12.96090686,0.151830257,246.6537372
"ERAN6","1835","Bernie","20160710",1.5,15.189641,14.81840897,1.514143021,61.24700546,63.51842117,0.611439504,0.591094699,1499.57312,97.30644989,100.6270142,0.66628732,395.5719604,390.1204834,12.38578049,0.160357807,259.9323312
"ERAN6","1835","Bernie","20160710",1.5,16.05892754,14.77365398,1.273373351,57.40718842,59.65530014,0.665143319,0.593967004,1250.296387,103.9172592,100.6350479,0.689922036,395.1200256,389.8478088,11.94910567,0.167200682,268.9645939
"ERAN6","1835","Bernie","20160710",1.5,16.47448158,14.87310314,0.972446093,55.68234634,58.05326843,0.695199619,0.605617378,999.5884399,121.7781906,100.6380997,0.722058668,394.8730774,389.8520508,11.33073245,0.177959999,281.4960525
"ERAN6","1835","Bernie","20160710",1.5,16.62491417,14.80992985,0.696185251,55.05921555,57.37029266,0.70267098,0.60119335,749.5690918,124.1858139,100.6415405,0.754287358,394.7102966,390.3049316,9.897787817,0.176379698,294.4020756
"ERAN6","1835","Bernie","20160710",1.5,17.05150223,14.97705936,0.397316943,53.55542374,55.93867874,0.735047476,0.61753305,498.8344727,127.5146179,100.6427536,0.793108327,393.7624512,389.9390869,8.513172341,0.182121641,309.263937
"ERAN6","1835","Bernie","20160710",1.5,17.15302086,15.14120388,0.241513779,53.36796188,55.76318741,0.747005558,0.632083153,375.6266174,131.1652374,100.6448059,0.815613744,393.387146,390.0191956,7.442561552,0.17986074,318.1050164
"ERAN6","1835","Bernie","20160710",1.5,17.17207909,15.0839262,0.115803929,53.35509109,55.61977005,0.746258998,0.62723099,249.0370789,131.649292,100.6490707,0.863440999,392.2962341,389.9179382,5.15188256,0.171281018,336.6711342
"ERAN6","1835","Bernie","20160710",1.5,17.1791153,15.06818295,0.069996977,53.3988533,55.59513092,0.745745726,0.625486946,200.6009674,134.2093048,100.6482239,0.892268438,391.9647522,390.1385193,3.873426543,0.166491838,348.108287
"ERAN6","1835","Bernie","20160710",1.5,17.17998505,15.03040314,0.015274961,53.41514206,55.59793854,0.743465642,0.62119808,150.544342,123.0116043,100.6455307,0.906680196,391.7848511,390.2014465,3.307984596,0.166623647,353.787924
"ERAN6","1835","Bernie","20160710",1.5,16.35159492,14.85521221,-0.043385145,56.59496689,58.53725433,0.686638325,0.60313865,101.1804428,153.2736511,100.6405411,0.927671101,391.1712952,390.1051941,2.159909382,0.144229857,361.8893149
"ERAN6","1835","Bernie","20160710",1.5,16.40493202,14.82279968,-0.05789176,56.45647049,58.32430267,0.688101896,0.599871323,75.24647522,121.1260986,100.6396255,0.960713798,390.6711426,390.1094055,0.992705664,0.139817673,374.7834886
"ERAN6","1835","Bernie","20160710",1.5,16.59890747,15.26100922,-0.10463388,55.88712311,57.71695709,0.722423963,0.64621212,49.77812576,103.1392746,100.6415558,0.988215051,390.2001038,390.0450134,0.044832769,0.128417988,385.448353
"ERAN6","1835","Bernie","20160710",1.5,17.18660736,14.81466866,-0.069186259,53.91750717,55.74540329,0.727884407,0.594176912,20.42939568,98.52201843,100.6387939,1.035672111,389.5475769,390.077179,-1.567725233,0.145360278,403.9920555
"ERAN6","1835","Bernie","20160710",1.5,17.36241722,14.98474407,-0.115317745,53.35984039,55.31871414,0.74436432,0.609032545,0.619898081,110.0463257,100.6392288,1.047768114,389.3763123,390.1263733,-2.110988,0.153945738,408.7619745
"ARLA2","1836","Andy","20160710",2.85,12.32243252,16.0993824,1.043726822,78.65918732,83.42527008,0.426864079,0.636812501,1251.041016,166.4468536,100.567627,0.623603789,399.7281189,389.7970886,11.8744378,0.136071718,243.0789416
"ARLA2","1836","Andy","20160710",2.85,12.02603722,15.51388359,0.759476747,78.63328552,83.09069824,0.408885087,0.59720144,1000.476379,256.3835449,100.5674133,0.625612351,399.4641724,389.8052979,11.56729429,0.133010612,243.8670088
